,title,gross,budget,genres,actor_1_name,language,country,title_year,content_rating,imdb_score,movie_facebook_likes,movie_imdb_link,imdb_id
4516,Dead Man's Shoes,6013.0,695393.0,Crime|Drama|Thriller,Paddy Considine,English,UK,2004.0,,7.7,0,http://www.imdb.com/title/tt0419677/?ref_=fn_tt_tt_1,tt0419677
4518,From a Whisper to a Scream,1400000.0,1100000.0,Action|Drama|Horror|Thriller,Terry Kiser,English,USA,1987.0,R,5.9,241,http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,tt0091671
4519,Sex with Strangers,247740.0,,Documentary|Drama,,English,USA,2002.0,,4.7,51,http://www.imdb.com/title/tt0304692/?ref_=fn_tt_tt_1,tt0304692
4520,Dracula: Pages from a Virgin's Diary,39659.0,1600000.0,Comedy|Horror|Musical,Sarah Murphy-Dyson,English,Canada,2002.0,,7.0,131,http://www.imdb.com/title/tt0293113/?ref_=fn_tt_tt_1,tt0293113
4522,Beyond the Black Rainbow,56129.0,1100000.0,Sci-Fi|Thriller,Chris Gauthier,English,Canada,2010.0,R,6.1,0,http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,tt1534085
4524,The Dead Undead,,1100000.0,Action|Horror|Sci-Fi,Johnny Pacar,English,USA,2010.0,R,3.0,444,http://www.imdb.com/title/tt0923653/?ref_=fn_tt_tt_1,tt0923653
4525,The Vatican Exorcisms,,1100000.0,Horror,Piero Maggiò,English,Italy,2013.0,R,2.6,200,http://www.imdb.com/title/tt3043194/?ref_=fn_tt_tt_1,tt3043194
4527,Lake Mungo,,1400000.0,Drama|Horror|Mystery|Thriller,Talia Zucker,English,Australia,2008.0,R,6.1,0,http://www.imdb.com/title/tt0816556/?ref_=fn_tt_tt_1,tt0816556
4529,Silent Running,,1000000.0,Drama|Sci-Fi,Bruce Dern,English,USA,1972.0,GP,6.7,0,http://www.imdb.com/title/tt0067756/?ref_=fn_tt_tt_1,tt0067756
4530,Rocky,117235247.0,960000.0,Drama|Sport,Sylvester Stallone,English,USA,1976.0,PG,8.1,0,http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,tt0075148
4531,The Sleepwalker,,1100000.0,Drama,Christopher Abbott,English,Norway,2014.0,Not Rated,4.9,234,http://www.imdb.com/title/tt2723576/?ref_=fn_tt_tt_1,tt2723576
4532,The Fog,21378000.0,1000000.0,Fantasy|Horror,Jamie Lee Curtis,English,USA,1980.0,R,6.8,7000,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,tt0080749
4533,Tom Jones,,1000000.0,Adventure|Comedy|History,Albert Finney,English,UK,1963.0,Unrated,6.8,328,http://www.imdb.com/title/tt0057590/?ref_=fn_tt_tt_1,tt0057590
4534,Unfriended,31537320.0,1000000.0,Horror|Mystery|Thriller,Shelley Hennig,English,USA,2014.0,R,5.7,13000,http://www.imdb.com/title/tt3713166/?ref_=fn_tt_tt_1,tt3713166
4535,Taxi Driver,,1300000.0,Crime|Drama,Robert De Niro,English,USA,1976.0,R,8.3,35000,http://www.imdb.com/title/tt0075314/?ref_=fn_tt_tt_1,tt0075314
4536,The Howling,17986000.0,1000000.0,Horror,Patrick Macnee,English,USA,1981.0,R,6.6,0,http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1,tt0082533
4537,Dr. No,16067035.0,1100000.0,Action|Adventure|Thriller,Ursula Andress,English,UK,1962.0,Approved,7.3,5000,http://www.imdb.com/title/tt0055928/?ref_=fn_tt_tt_1,tt0055928
4538,Chernobyl Diaries,18112929.0,1000000.0,Horror|Mystery|Sci-Fi|Thriller,Jesse McCartney,English,USA,2012.0,R,5.0,24000,http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1,tt1991245
4539,Hellraiser,14564027.0,1000000.0,Fantasy|Horror,Andrew Robinson,English,UK,1987.0,R,7.0,0,http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1,tt0093177
4540,God's Not Dead 2,20773070.0,5000000.0,Drama,Benjamin A. Onyango,English,USA,2016.0,PG,3.4,0,http://www.imdb.com/title/tt4824308/?ref_=fn_tt_tt_1,tt4824308
4541,Cry_Wolf,10042266.0,1000000.0,Drama|Horror|Mystery|Thriller,Julian Morris,English,USA,2005.0,PG-13,5.9,816,http://www.imdb.com/title/tt0384286/?ref_=fn_tt_tt_1,tt0384286
4543,Blue Valentine,9701559.0,3500000.0,Drama|Romance,Ryan Gosling,English,USA,2010.0,R,7.4,25000,http://www.imdb.com/title/tt1120985/?ref_=fn_tt_tt_1,tt1120985
4544,Transamerica,9013113.0,1000000.0,Adventure|Comedy|Drama,Kevin Zegers,English,USA,2005.0,R,7.4,0,http://www.imdb.com/title/tt0407265/?ref_=fn_tt_tt_1,tt0407265
4545,The Devil Inside,53245055.0,1000000.0,Horror,Fernanda Andrade,English,USA,2012.0,R,4.2,12000,http://www.imdb.com/title/tt1560985/?ref_=fn_tt_tt_1,tt1560985
4546,Beyond the Valley of the Dolls,9000000.0,900000.0,Comedy|Drama|Music,Charles Napier,English,USA,1970.0,X,6.2,0,http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1,tt0065466
4548,An Inconvenient Truth,23808111.0,,Documentary,Billy West,English,USA,2006.0,PG,7.5,0,http://www.imdb.com/title/tt0497116/?ref_=fn_tt_tt_1,tt0497116
4550,Shine a Light,5355376.0,,Biography|Documentary|Music,Mick Jagger,English,USA,2008.0,PG-13,7.2,0,http://www.imdb.com/title/tt0893382/?ref_=fn_tt_tt_1,tt0893382
4551,The Green Inferno,7186670.0,6000000.0,Adventure|Horror,Daryl Sabara,English,USA,2013.0,R,5.4,12000,http://www.imdb.com/title/tt2403021/?ref_=fn_tt_tt_1,tt2403021
4552,Departure,,1100000.0,Drama|Family|Romance,Juliet Stevenson,English,UK,2015.0,,7.0,75,http://www.imdb.com/title/tt2248739/?ref_=fn_tt_tt_1,tt2248739
4553,The Sessions,5997134.0,1000000.0,Biography|Comedy|Drama|Romance,W. Earl Brown,English,USA,2012.0,R,7.2,11000,http://www.imdb.com/title/tt1866249/?ref_=fn_tt_tt_1,tt1866249
4554,"Food, Inc.",4417124.0,,Documentary,Michael Pollan,English,USA,2008.0,PG,7.9,37000,http://www.imdb.com/title/tt1286537/?ref_=fn_tt_tt_1,tt1286537
4555,October Baby,5355847.0,,Drama,Rachel Hendrix,English,USA,2011.0,PG-13,6.8,0,http://www.imdb.com/title/tt1720182/?ref_=fn_tt_tt_1,tt1720182
4556,Next Stop Wonderland,3386698.0,1000000.0,Comedy|Drama|Romance,Philip Seymour Hoffman,English,USA,1998.0,R,6.7,392,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,tt0119778
4557,Juno,143492840.0,7500000.0,Comedy|Drama|Romance,J.K. Simmons,English,USA,2007.0,PG-13,7.5,10000,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,tt0467406
4558,The Skeleton Twins,5283379.0,,Comedy|Drama,Ty Burrell,English,USA,2014.0,R,6.8,0,http://www.imdb.com/title/tt1571249/?ref_=fn_tt_tt_1,tt1571249
4559,Martha Marcy May Marlene,2981638.0,,Drama|Mystery|Thriller,Christopher Abbott,English,USA,2011.0,R,6.9,0,http://www.imdb.com/title/tt1441326/?ref_=fn_tt_tt_1,tt1441326
4560,Obvious Child,3122616.0,,Comedy|Drama,Gaby Hoffmann,English,USA,2014.0,R,6.8,0,http://www.imdb.com/title/tt2910274/?ref_=fn_tt_tt_1,tt2910274
4561,Frozen River,2508841.0,1000000.0,Crime|Drama,Charlie McDermott,English,USA,2008.0,R,7.2,0,http://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1,tt0978759
4562,20 Feet from Stardom,4946250.0,1000000.0,Documentary|Music,Sheryl Crow,English,USA,2013.0,PG-13,7.4,14000,http://www.imdb.com/title/tt2396566/?ref_=fn_tt_tt_1,tt2396566
4563,Two Girls and a Guy,1950218.0,1000000.0,Comedy|Drama,Robert Downey Jr.,English,USA,1997.0,R,5.6,387,http://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1,tt0124179
4564,Walking and Talking,1277257.0,1000000.0,Comedy|Drama|Romance,Kevin Corrigan,English,UK,1996.0,R,6.8,227,http://www.imdb.com/title/tt0118113/?ref_=fn_tt_tt_1,tt0118113
4565,The Full Monty,45857453.0,3500000.0,Comedy|Drama|Music,Tom Wilkinson,English,UK,1997.0,R,7.2,0,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,tt0119164
4566,Who Killed the Electric Car?,1677838.0,1000000.0,Documentary,Ed Begley Jr.,English,USA,2006.0,PG,7.7,0,http://www.imdb.com/title/tt0489037/?ref_=fn_tt_tt_1,tt0489037
4567,The Broken Hearts Club: A Romantic Comedy,1744858.0,1000000.0,Comedy|Drama|Romance|Sport,Justin Theroux,English,USA,2000.0,R,7.0,671,http://www.imdb.com/title/tt0222850/?ref_=fn_tt_tt_1,tt0222850
4568,Bubba Ho-Tep,,1000000.0,Comedy|Fantasy|Mystery,Daniel Roebuck,English,USA,2002.0,R,7.2,0,http://www.imdb.com/title/tt0281686/?ref_=fn_tt_tt_1,tt0281686
4569,Goosebumps,80021740.0,58000000.0,Adventure|Comedy|Family|Fantasy|Horror,Odeya Rush,English,USA,2015.0,PG,6.4,35000,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,tt1051904
4570,Slam,982214.0,1000000.0,Drama,Sonja Sohn,English,USA,1998.0,R,7.2,603,http://www.imdb.com/title/tt0139615/?ref_=fn_tt_tt_1,tt0139615
4571,Brigham City,798341.0,1000000.0,Crime|Drama|Mystery,Wilford Brimley,English,USA,2001.0,PG-13,7.2,100,http://www.imdb.com/title/tt0268200/?ref_=fn_tt_tt_1,tt0268200
4573,History of the World: Part I,,11000000.0,Comedy,Madeline Kahn,English,USA,1981.0,R,6.9,0,http://www.imdb.com/title/tt0082517/?ref_=fn_tt_tt_1,tt0082517
4574,Orgazmo,582024.0,1000000.0,Comedy|Sci-Fi,Trey Parker,English,USA,1997.0,NC-17,6.2,0,http://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1,tt0124819
4575,All the Real Girls,548712.0,2500000.0,Drama|Romance,Zooey Deschanel,English,USA,2003.0,R,6.9,571,http://www.imdb.com/title/tt0299458/?ref_=fn_tt_tt_1,tt0299458
4576,Dream with the Fishes,464655.0,1000000.0,Comedy|Drama,David Arquette,English,USA,1997.0,R,7.0,166,http://www.imdb.com/title/tt0119019/?ref_=fn_tt_tt_1,tt0119019
4577,Blue Car,464126.0,1000000.0,Drama,Frances Fisher,English,USA,2002.0,R,6.7,115,http://www.imdb.com/title/tt0290145/?ref_=fn_tt_tt_1,tt0290145
4578,Luminarias,428535.0,1000000.0,Comedy|Romance,Cheech Marin,English,USA,2000.0,R,3.6,24,http://www.imdb.com/title/tt0160498/?ref_=fn_tt_tt_1,tt0160498
4579,Palo Alto,750100.0,,Drama,James Franco,English,USA,2013.0,R,6.3,0,http://www.imdb.com/title/tt2479800/?ref_=fn_tt_tt_1,tt2479800
4581,Wristcutters: A Love Story,104077.0,1000000.0,Comedy|Drama|Fantasy|Romance,Leslie Bibb,English,USA,2006.0,R,7.4,11000,http://www.imdb.com/title/tt0477139/?ref_=fn_tt_tt_1,tt0477139
4582,I Origins,334658.0,,Drama|Romance|Sci-Fi,Steven Yeun,English,USA,2014.0,R,7.3,32000,http://www.imdb.com/title/tt2884206/?ref_=fn_tt_tt_1,tt2884206
4583,The Battle of Shaker Heights,279282.0,1000000.0,Comedy|Drama|Romance,Shiri Appleby,English,USA,2003.0,PG-13,6.1,150,http://www.imdb.com/title/tt0357470/?ref_=fn_tt_tt_1,tt0357470
4584,The Lovely Bones,43982842.0,65000000.0,Drama|Fantasy|Thriller,Michael Imperioli,English,USA,2009.0,PG-13,6.7,16000,http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1,tt0380510
4586,Taxi to the Dark Side,274661.0,1000000.0,Crime|Documentary|War,Alex Gibney,English,USA,2007.0,R,7.7,0,http://www.imdb.com/title/tt0854678/?ref_=fn_tt_tt_1,tt0854678
4587,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,144431.0,1000000.0,Documentary|Sport,Pelé,English,UK,2006.0,PG-13,7.3,587,http://www.imdb.com/title/tt0489247/?ref_=fn_tt_tt_1,tt0489247
4588,Guiana 1838,227241.0,,Drama,Kumar Gaurav,English,USA,2004.0,Unrated,7.4,32,http://www.imdb.com/title/tt0428609/?ref_=fn_tt_tt_1,tt0428609
4589,Lisa Picard Is Famous,112521.0,,Comedy|Drama,Mira Sorvino,English,USA,2000.0,PG-13,5.7,25,http://www.imdb.com/title/tt0233699/?ref_=fn_tt_tt_1,tt0233699
4590,Antarctica: A Year on Ice,287761.0,1000000.0,Adventure|Biography|Documentary|Drama,Josh Swanson,English,New Zealand,2013.0,PG,7.6,0,http://www.imdb.com/title/tt2361700/?ref_=fn_tt_tt_1,tt2361700
4591,A Lego Brickumentary,100240.0,1000000.0,Documentary,G.W. Krauss,English,Denmark,2014.0,G,6.8,0,http://www.imdb.com/title/tt3214286/?ref_=fn_tt_tt_1,tt3214286
4592,Hardflip,96734.0,1000000.0,Action|Drama,Matthew Ziff,English,USA,2012.0,PG-13,5.6,706,http://www.imdb.com/title/tt1907639/?ref_=fn_tt_tt_1,tt1907639
4594,The House of the Devil,100659.0,900000.0,Horror,Lena Dunham,English,USA,2009.0,R,6.4,0,http://www.imdb.com/title/tt1172994/?ref_=fn_tt_tt_1,tt1172994
4595,The Perfect Host,48430.0,500000.0,Comedy|Crime|Thriller,David Hyde Pierce,English,USA,2010.0,R,6.8,0,http://www.imdb.com/title/tt1334553/?ref_=fn_tt_tt_1,tt1334553
4596,Safe Men,21210.0,1000000.0,Comedy|Crime,Harvey Fierstein,English,USA,1998.0,R,6.1,157,http://www.imdb.com/title/tt0120813/?ref_=fn_tt_tt_1,tt0120813
4597,Speedway Junky,,1000000.0,Crime|Drama|Romance,Patrick Renna,English,USA,1999.0,R,5.2,27,http://www.imdb.com/title/tt0155197/?ref_=fn_tt_tt_1,tt0155197
4598,The Last Big Thing,22434.0,,Comedy|Drama,Yul Vazquez,English,USA,1996.0,R,6.9,43,http://www.imdb.com/title/tt0161743/?ref_=fn_tt_tt_1,tt0161743
4599,The Specials,12996.0,1000000.0,Action|Comedy|Fantasy|Sci-Fi,Judy Greer,English,USA,2000.0,R,6.0,210,http://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1,tt0181836
4600,16 to Life,,1000000.0,Comedy|Romance,Will Rothhaar,English,USA,2009.0,,6.3,143,http://www.imdb.com/title/tt1130087/?ref_=fn_tt_tt_1,tt1130087
4601,Alone with Her,10018.0,1000000.0,Crime|Drama|Thriller,Jordana Spiro,English,USA,2006.0,Not Rated,6.1,244,http://www.imdb.com/title/tt0472259/?ref_=fn_tt_tt_1,tt0472259
4602,Creative Control,62480.0,1000000.0,Drama|Sci-Fi,Nora Zehetner,English,USA,2015.0,R,5.5,793,http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1,tt3277624
4603,Special,6387.0,1000000.0,Comedy|Drama|Sci-Fi,Michael Rapaport,English,USA,2006.0,R,6.9,0,http://www.imdb.com/title/tt0479162/?ref_=fn_tt_tt_1,tt0479162
4604,Sparkler,5494.0,,Comedy|Drama,Frances Bay,English,USA,1997.0,R,5.6,17,http://www.imdb.com/title/tt0124137/?ref_=fn_tt_tt_1,tt0124137
4605,The Helix... Loaded,,1000000.0,Action|Adventure|Comedy|Fantasy|Sci-Fi,Scott Levy,English,USA,2005.0,R,1.9,128,http://www.imdb.com/title/tt0401462/?ref_=fn_tt_tt_1,tt0401462
4606,In Her Line of Fire,721.0,1000000.0,Action|Drama,David Keith,English,Germany,2006.0,R,4.1,42,http://www.imdb.com/title/tt0487156/?ref_=fn_tt_tt_1,tt0487156
4607,The Jimmy Show,703.0,1500000.0,Comedy|Drama,Lynn Cohen,English,USA,2001.0,R,5.4,47,http://www.imdb.com/title/tt0271020/?ref_=fn_tt_tt_1,tt0271020
4610,Loving Annabelle,,1000000.0,Drama|Romance,Ilene Graff,English,USA,2006.0,Not Rated,6.7,501,http://www.imdb.com/title/tt0323120/?ref_=fn_tt_tt_1,tt0323120
4611,Hits,,1000000.0,Comedy|Drama,Jason Ritter,English,USA,2014.0,,5.8,903,http://www.imdb.com/title/tt3145220/?ref_=fn_tt_tt_1,tt3145220
4612,Jimmy and Judy,,1000000.0,Crime|Drama|Thriller,Nicole Randall Johnson,English,USA,2006.0,R,6.2,138,http://www.imdb.com/title/tt0425151/?ref_=fn_tt_tt_1,tt0425151
4613,Frat Party,,1000000.0,Comedy,Randy Wayne,English,USA,2009.0,R,2.8,297,http://www.imdb.com/title/tt1414361/?ref_=fn_tt_tt_1,tt1414361
4614,The Party's Over,,,Drama,Oliver Reed,English,UK,1965.0,,7.3,32,http://www.imdb.com/title/tt0060816/?ref_=fn_tt_tt_1,tt0060816
4615,Proud,,1000000.0,Drama,Aidan Quinn,English,USA,2004.0,PG,5.8,141,http://www.imdb.com/title/tt0393616/?ref_=fn_tt_tt_1,tt0393616
4616,The Poker House,,,Drama,Jennifer Lawrence,English,USA,2008.0,R,6.5,599,http://www.imdb.com/title/tt1014806/?ref_=fn_tt_tt_1,tt1014806
4617,Childless,,1000000.0,Drama,Joe Mantegna,English,USA,2008.0,R,6.1,3,http://www.imdb.com/title/tt0867270/?ref_=fn_tt_tt_1,tt0867270
4618,ZMD: Zombies of Mass Destruction,,500000.0,Comedy|Horror|Sci-Fi,Russell Hodgkinson,English,USA,2009.0,R,5.1,0,http://www.imdb.com/title/tt1134674/?ref_=fn_tt_tt_1,tt1134674
4619,Snow White: A Deadly Summer,,1000000.0,Horror,Maureen McCormick,English,USA,2012.0,PG-13,2.2,150,http://www.imdb.com/title/tt2149137/?ref_=fn_tt_tt_1,tt2149137
4621,My Last Day Without You,,1000000.0,Comedy|Drama|Romance,Nicole Beharie,English,USA,2011.0,,5.7,370,http://www.imdb.com/title/tt1679248/?ref_=fn_tt_tt_1,tt1679248
4622,Steppin: The Movie,,1000000.0,Comedy|Music,Wesley Jonathan,English,USA,2009.0,PG-13,3.4,41,http://www.imdb.com/title/tt0826751/?ref_=fn_tt_tt_1,tt0826751
4623,Doc Holliday's Revenge,,1000000.0,Western,William McNamara,English,USA,2014.0,PG-13,3.8,54,http://www.imdb.com/title/tt3359872/?ref_=fn_tt_tt_1,tt3359872
4624,Black Rock,,,Horror|Thriller,Katie Aselton,English,USA,2012.0,R,4.7,0,http://www.imdb.com/title/tt1930294/?ref_=fn_tt_tt_1,tt1930294
4625,Truth or Die,,1000000.0,Horror|Mystery,David Oakes,English,UK,2012.0,Not Rated,5.6,968,http://www.imdb.com/title/tt1838722/?ref_=fn_tt_tt_1,tt1838722
4626,The Pet,,1000000.0,Drama|Thriller,Magi Avila,English,USA,2006.0,,3.9,91,http://www.imdb.com/title/tt0825728/?ref_=fn_tt_tt_1,tt0825728
4627,Bang Bang Baby,,1000000.0,Drama|Musical|Sci-Fi,Boyd Banks,English,Canada,2014.0,,5.4,48,http://www.imdb.com/title/tt2655734/?ref_=fn_tt_tt_1,tt2655734
4628,Fear Clinic,,1000000.0,Horror,Angelina Armani,English,USA,2015.0,R,5.2,936,http://www.imdb.com/title/tt2165765/?ref_=fn_tt_tt_1,tt2165765
4629,Zombie Hunter,,1000000.0,Action|Comedy|Horror,Jason K. Wixom,English,USA,2013.0,Not Rated,3.5,0,http://www.imdb.com/title/tt2446502/?ref_=fn_tt_tt_1,tt2446502
4631,Trance,2319187.0,20000000.0,Crime|Drama|Mystery|Thriller,Rosario Dawson,English,UK,2013.0,R,7.0,23000,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,tt1924429
4632,Charly,,,Drama|Romance|Sci-Fi,Cliff Robertson,English,USA,1968.0,PG,7.1,785,http://www.imdb.com/title/tt0062794/?ref_=fn_tt_tt_1,tt0062794
4633,Banshee Chapter,,950000.0,Horror|Thriller,Monique Candelaria,English,Germany,2013.0,R,5.5,2000,http://www.imdb.com/title/tt2011276/?ref_=fn_tt_tt_1,tt2011276
4635,Ask Me Anything,,950000.0,Drama,Kimberly Williams-Paisley,English,USA,2014.0,Not Rated,6.0,884,http://www.imdb.com/title/tt2505294/?ref_=fn_tt_tt_1,tt2505294
4636,And Then Came Love,,989000.0,Comedy|Romance,Vanessa Williams,English,USA,2007.0,,4.8,42,http://www.imdb.com/title/tt0825346/?ref_=fn_tt_tt_1,tt0825346
4637,Food Chains,,913000.0,Documentary|News,Alma Martinez,English,USA,2014.0,,7.1,489,http://www.imdb.com/title/tt2141739/?ref_=fn_tt_tt_1,tt2141739
4639,L!fe Happens,20186.0,930000.0,Comedy,Justin Kirk,English,USA,2011.0,R,5.7,995,http://www.imdb.com/title/tt1726589/?ref_=fn_tt_tt_1,tt1726589
4641,The Horror Network Vol. 1,,3000000.0,Horror,Javier Botet,English,USA,2015.0,,7.3,52,http://www.imdb.com/title/tt3034146/?ref_=fn_tt_tt_1,tt3034146
4642,Hard Candy,1007962.0,950000.0,Crime|Drama|Thriller,Odessa Rae,English,USA,2005.0,R,7.1,12000,http://www.imdb.com/title/tt0424136/?ref_=fn_tt_tt_1,tt0424136
4643,The Quiet,381186.0,900000.0,Drama|Thriller,Katy Mixon,English,USA,2005.0,R,6.4,698,http://www.imdb.com/title/tt0414951/?ref_=fn_tt_tt_1,tt0414951
4645,Fruitvale Station,16097842.0,900000.0,Biography|Drama|Romance,Ahna O'Reilly,English,USA,2013.0,R,7.5,17000,http://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1,tt2334649
4646,The Brass Teapot,6643.0,900000.0,Comedy|Fantasy|Thriller,Jack McBrayer,English,USA,2012.0,R,6.4,0,http://www.imdb.com/title/tt1935902/?ref_=fn_tt_tt_1,tt1935902
4648,The Hammer,442638.0,850000.0,Comedy|Romance|Sport,John Enos III,English,USA,2007.0,R,7.3,337,http://www.imdb.com/title/tt0814130/?ref_=fn_tt_tt_1,tt0814130
4649,Snitch,42919096.0,15000000.0,Action|Drama|Thriller,Dwayne Johnson,English,USA,2013.0,PG-13,6.5,12000,http://www.imdb.com/title/tt0882977/?ref_=fn_tt_tt_1,tt0882977
4650,Latter Days,819939.0,850000.0,Comedy|Drama|Romance,Joseph Gordon-Levitt,English,USA,2003.0,R,7.2,0,http://www.imdb.com/title/tt0345551/?ref_=fn_tt_tt_1,tt0345551
4652,1982,,1000000.0,Drama,Bokeem Woodbine,English,USA,2013.0,R,7.1,181,http://www.imdb.com/title/tt2388621/?ref_=fn_tt_tt_1,tt2388621
4653,"For a Good Time, Call...",1243961.0,850000.0,Comedy,James Wolk,English,USA,2012.0,R,6.0,0,http://www.imdb.com/title/tt1996264/?ref_=fn_tt_tt_1,tt1996264
4654,Celeste & Jesse Forever,3094687.0,,Comedy|Drama|Romance,Ari Graynor,English,USA,2012.0,R,6.7,0,http://www.imdb.com/title/tt1405365/?ref_=fn_tt_tt_1,tt1405365
4655,Time Changer,15278.0,825000.0,Drama|Fantasy|Sci-Fi,Gavin MacLeod,English,USA,2002.0,PG,5.6,409,http://www.imdb.com/title/tt0295725/?ref_=fn_tt_tt_1,tt0295725
4656,London to Brighton,,500000.0,Crime|Drama|Thriller,Lorraine Stanley,English,UK,2006.0,R,7.0,933,http://www.imdb.com/title/tt0490166/?ref_=fn_tt_tt_1,tt0490166
4657,American Hero,,990000.0,Action|Comedy|Drama|Sci-Fi,Eddie Griffin,English,USA,2015.0,,4.9,549,http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1,tt4733536
4658,Windsor Drive,,100000.0,Mystery|Thriller,Tommy O'Reilly,English,USA,2015.0,,3.2,312,http://www.imdb.com/title/tt2311428/?ref_=fn_tt_tt_1,tt2311428
4660,Crying with Laughter,,,Thriller,Jo Hartley,English,UK,2009.0,,6.9,33,http://www.imdb.com/title/tt1349478/?ref_=fn_tt_tt_1,tt1349478
4661,Welcome to the Dollhouse,4771000.0,800000.0,Comedy|Drama,Heather Matarazzo,English,USA,1995.0,R,7.5,0,http://www.imdb.com/title/tt0114906/?ref_=fn_tt_tt_1,tt0114906
4662,Ruby in Paradise,1001437.0,800000.0,Drama|Romance,Allison Dean,English,USA,1993.0,R,7.2,81,http://www.imdb.com/title/tt0108000/?ref_=fn_tt_tt_1,tt0108000
4663,Raising Victor Vargas,2073984.0,800000.0,Drama|Romance,Victor Rasuk,English,France,2002.0,R,7.2,219,http://www.imdb.com/title/tt0316188/?ref_=fn_tt_tt_1,tt0316188
4665,Harrison Montgomery,,850000.0,Drama,Martin Landau,English,USA,2008.0,,7.4,18,http://www.imdb.com/title/tt0870118/?ref_=fn_tt_tt_1,tt0870118
4667,Deterrence,144583.0,800000.0,Drama|Thriller,Kevin Pollak,English,France,1999.0,R,6.5,130,http://www.imdb.com/title/tt0158583/?ref_=fn_tt_tt_1,tt0158583
4668,The Mudge Boy,,800000.0,Crime|Drama|Romance,Zachary Knighton,English,USA,2003.0,R,7.2,396,http://www.imdb.com/title/tt0339419/?ref_=fn_tt_tt_1,tt0339419
4669,The Young Unknowns,58163.0,,Drama,Leslie Bibb,English,USA,2000.0,R,4.2,4,http://www.imdb.com/title/tt0186719/?ref_=fn_tt_tt_1,tt0186719
4670,Not Cool,35688.0,600000.0,Comedy,Shane Dawson,English,USA,2014.0,Not Rated,5.1,0,http://www.imdb.com/title/tt3569356/?ref_=fn_tt_tt_1,tt3569356
4672,Saints and Soldiers,1310270.0,780000.0,Action|Adventure|Drama|War,Corbin Allred,English,USA,2003.0,PG-13,6.8,1000,http://www.imdb.com/title/tt0373283/?ref_=fn_tt_tt_1,tt0373283
4673,Vessel,,,Horror|Sci-Fi|Short|Thriller,Taylor Pigeon,English,USA,2012.0,,6.2,14,http://www.imdb.com/title/tt2164708/?ref_=fn_tt_tt_1,tt2164708
4674,American Graffiti,115000000.0,777000.0,Comedy|Drama|Music,Harrison Ford,English,USA,1973.0,PG,7.5,0,http://www.imdb.com/title/tt0069704/?ref_=fn_tt_tt_1,tt0069704
4675,Iraq for Sale: The War Profiteers,,750000.0,Documentary|War,Scott Helvenston,English,USA,2006.0,,7.7,274,http://www.imdb.com/title/tt0815181/?ref_=fn_tt_tt_1,tt0815181
4676,Aqua Teen Hunger Force Colon Movie Film for Theaters,5518918.0,750000.0,Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,Tina Fey,English,USA,2007.0,R,6.9,307,http://www.imdb.com/title/tt0455326/?ref_=fn_tt_tt_1,tt0455326
4677,Safety Not Guaranteed,4007792.0,750000.0,Comedy|Drama|Romance,Mary Lynn Rajskub,English,USA,2012.0,R,7.0,31000,http://www.imdb.com/title/tt1862079/?ref_=fn_tt_tt_1,tt1862079
4678,Kevin Hart: Laugh at My Pain,7705974.0,,Comedy|Documentary,Isaac C. Singleton Jr.,English,USA,2011.0,R,7.5,614,http://www.imdb.com/title/tt1999192/?ref_=fn_tt_tt_1,tt1999192
4679,Kill List,26297.0,500000.0,Crime|Horror|Thriller,MyAnna Buring,English,UK,2011.0,Not Rated,6.3,0,http://www.imdb.com/title/tt1788391/?ref_=fn_tt_tt_1,tt1788391
4680,The Innkeepers,77501.0,750000.0,Horror,Lena Dunham,English,USA,2011.0,R,5.5,0,http://www.imdb.com/title/tt1594562/?ref_=fn_tt_tt_1,tt1594562
4681,The Unborn,42638165.0,16000000.0,Drama|Fantasy|Horror|Mystery|Thriller,Gary Oldman,English,USA,2009.0,PG-13,4.8,0,http://www.imdb.com/title/tt1139668/?ref_=fn_tt_tt_1,tt1139668
